response_id,clip_id,participant_id,recording,start_time_excel,end_time_excel,gender,age,experiment_id,version,tree_node_key,annoyance,source_aircraft,source_bells,source_bird_tweet,source_bus,source_car,source_children,source_construction,source_dog_bark,source_footsteps,source_general_traffic,source_horn,source_laughter,source_motorcycle,source_music,source_non_identifiable,source_other,source_rail,source_rustling_leaves,source_screeching_brakes,source_shouting,source_siren,source_speech,source_ventilation,source_water
DeLTA_001644,DeLTA_TS534_2,e9045,TS534_2.mp3,44383.4,44383.4,Female,46,43876,39,task-6nhf,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DeLTA_001645,DeLTA_PL403_2,e9045,PL403_2.mp3,44383.4,44383.4,Female,46,43876,39,task-6nhf,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DeLTA_001646,DeLTA_SC216_2,e9045,SC216_2.mp3,44383.4,44383.4,Female,46,43876,39,task-6nhf,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DeLTA_001647,DeLTA_CT515_1,e9045,CT515_1.mp3,44383.4,44383.4,Female,46,43876,39,task-6nhf,5,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
DeLTA_001648,DeLTA_PL308_2,e9045,PL308_2.mp3,44383.4,44383.4,Female,46,43876,39,task-6nhf,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
DeLTA_001649,DeLTA_TM436_1,e9045,TM436_1.mp3,44383.4,44383.4,Female,46,43876,39,task-6nhf,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DeLTA_001650,DeLTA_tm133_1,e9045,tm133_1.mp3,44383.4,44383.4,Female,46,43876,39,task-6nhf,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001651,DeLTA_TS534_2,dcc49,TS534_2.mp3,44383.5,44383.5,Male,27,43876,39,task-6nhf,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
DeLTA_001652,DeLTA_SC216_2,dcc49,SC216_2.mp3,44383.5,44383.5,Male,27,43876,39,task-6nhf,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DeLTA_001653,DeLTA_tm133_1,dcc49,tm133_1.mp3,44383.5,44383.5,Male,27,43876,39,task-6nhf,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_001654,DeLTA_SC202_1,dcc49,SC202_1.mp3,44383.5,44383.5,Male,27,43876,39,task-6nhf,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DeLTA_001655,DeLTA_CT515_1,dcc49,CT515_1.mp3,44383.5,44383.5,Male,27,43876,39,task-6nhf,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001656,DeLTA_Rf215_1,dcc49,Rf215_1.mp3,44383.5,44383.5,Male,27,43876,39,task-6nhf,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
DeLTA_001657,DeLTA_tm204_1,dcc49,tm204_1.mp3,44383.5,44383.5,Male,27,43876,39,task-6nhf,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
DeLTA_001658,DeLTA_PL403_2,dcc49,PL403_2.mp3,44383.5,44383.5,Male,27,43876,39,task-6nhf,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DeLTA_001659,DeLTA_PL308_2,dcc49,PL308_2.mp3,44383.5,44383.5,Male,27,43876,39,task-6nhf,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
DeLTA_001660,DeLTA_TM436_1,dcc49,TM436_1.mp3,44383.5,44383.5,Male,27,43876,39,task-6nhf,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
DeLTA_001661,DeLTA_PL308_2,55455,PL308_2.mp3,44383.6,44383.6,Male,27,43876,39,task-6nhf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DeLTA_001662,DeLTA_TS534_2,55455,TS534_2.mp3,44383.6,44383.6,Male,27,43876,39,task-6nhf,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_001663,DeLTA_TM436_1,55455,TM436_1.mp3,44383.6,44383.6,Male,27,43876,39,task-6nhf,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DeLTA_001664,DeLTA_PL403_2,55455,PL403_2.mp3,44383.6,44383.6,Male,27,43876,39,task-6nhf,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_001665,DeLTA_Rf215_1,55455,Rf215_1.mp3,44383.6,44383.6,Male,27,43876,39,task-6nhf,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
DeLTA_001666,DeLTA_SC202_1,55455,SC202_1.mp3,44383.6,44383.6,Male,27,43876,39,task-6nhf,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DeLTA_001667,DeLTA_SC216_2,55455,SC216_2.mp3,44383.6,44383.6,Male,27,43876,39,task-6nhf,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_001668,DeLTA_CT515_1,55455,CT515_1.mp3,44383.6,44383.6,Male,27,43876,39,task-6nhf,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
DeLTA_001669,DeLTA_tm133_1,55455,tm133_1.mp3,44383.6,44383.6,Male,27,43876,39,task-6nhf,5,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001670,DeLTA_tm204_1,55455,tm204_1.mp3,44383.6,44383.6,Male,27,43876,39,task-6nhf,7,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001671,DeLTA_TM411_1,9f4f4,TM411_1.mp3,44383.4,44383.4,Male,35,43876,39,task-6qdu,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_001672,DeLTA_CT120_2,9f4f4,CT120_2.mp3,44383.4,44383.4,Male,35,43876,39,task-6qdu,9,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001673,DeLTA_Rp108_2,9f4f4,Rp108_2.mp3,44383.4,44383.4,Male,35,43876,39,task-6qdu,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DeLTA_001674,DeLTA_TS509_2,9f4f4,TS509_2.mp3,44383.4,44383.4,Male,35,43876,39,task-6qdu,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
DeLTA_001675,DeLTA_tm307_1,9f4f4,tm307_1.mp3,44383.4,44383.4,Male,35,43876,39,task-6qdu,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DeLTA_001676,DeLTA_NP102_1,9f4f4,NP102_1.mp3,44383.4,44383.4,Male,35,43876,39,task-6qdu,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DeLTA_001677,DeLTA_NP160_1,9f4f4,NP160_1.mp3,44383.4,44383.4,Male,35,43876,39,task-6qdu,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001678,DeLTA_sr145_1,9f4f4,sr145_1.mp3,44383.4,44383.4,Male,35,43876,39,task-6qdu,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001679,DeLTA_NP114_1,9f4f4,NP114_1.mp3,44383.4,44383.4,Male,35,43876,39,task-6qdu,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DeLTA_001680,DeLTA_PL311_1,9f4f4,PL311_1.mp3,44383.4,44383.4,Male,35,43876,39,task-6qdu,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
DeLTA_001681,DeLTA_Rp108_2,c065e,Rp108_2.mp3,44383.4,44383.4,Female,23,43876,39,task-6qdu,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DeLTA_001682,DeLTA_CT120_2,c065e,CT120_2.mp3,44383.4,44383.4,Female,23,43876,39,task-6qdu,8,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001683,DeLTA_NP102_1,c065e,NP102_1.mp3,44383.4,44383.4,Female,23,43876,39,task-6qdu,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DeLTA_001684,DeLTA_NP160_1,c065e,NP160_1.mp3,44383.4,44383.4,Female,23,43876,39,task-6qdu,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DeLTA_001685,DeLTA_TS509_2,c065e,TS509_2.mp3,44383.4,44383.4,Female,23,43876,39,task-6qdu,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DeLTA_001686,DeLTA_NP114_1,c065e,NP114_1.mp3,44383.4,44383.4,Female,23,43876,39,task-6qdu,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
DeLTA_001687,DeLTA_PL311_1,c065e,PL311_1.mp3,44383.4,44383.4,Female,23,43876,39,task-6qdu,5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001688,DeLTA_TM411_1,c065e,TM411_1.mp3,44383.4,44383.4,Female,23,43876,39,task-6qdu,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_001689,DeLTA_sr145_1,c065e,sr145_1.mp3,44383.4,44383.4,Female,23,43876,39,task-6qdu,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001690,DeLTA_tm307_1,c065e,tm307_1.mp3,44383.4,44383.4,Female,23,43876,39,task-6qdu,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DeLTA_001691,DeLTA_TM411_1,35111,TM411_1.mp3,44383.4,44383.4,Female,25,43876,39,task-6qdu,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_001692,DeLTA_NP114_1,35111,NP114_1.mp3,44383.4,44383.4,Female,25,43876,39,task-6qdu,2,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001693,DeLTA_PL311_1,35111,PL311_1.mp3,44383.4,44383.4,Female,25,43876,39,task-6qdu,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001694,DeLTA_TS509_2,35111,TS509_2.mp3,44383.4,44383.4,Female,25,43876,39,task-6qdu,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DeLTA_001695,DeLTA_sr145_1,35111,sr145_1.mp3,44383.4,44383.4,Female,25,43876,39,task-6qdu,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001696,DeLTA_tm307_1,35111,tm307_1.mp3,44383.4,44383.4,Female,25,43876,39,task-6qdu,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DeLTA_001697,DeLTA_NP102_1,35111,NP102_1.mp3,44383.4,44383.4,Female,25,43876,39,task-6qdu,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DeLTA_001698,DeLTA_CT120_2,35111,CT120_2.mp3,44383.4,44383.4,Female,25,43876,39,task-6qdu,4,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001699,DeLTA_NP160_1,35111,NP160_1.mp3,44383.4,44383.4,Female,25,43876,39,task-6qdu,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001700,DeLTA_Rp108_2,35111,Rp108_2.mp3,44383.4,44383.4,Female,25,43876,39,task-6qdu,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
DeLTA_001701,DeLTA_Rp108_2,77649,Rp108_2.mp3,44383.5,44383.5,Male,20,43876,39,task-6qdu,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DeLTA_001702,DeLTA_NP160_1,77649,NP160_1.mp3,44383.5,44383.5,Male,20,43876,39,task-6qdu,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001703,DeLTA_tm307_1,77649,tm307_1.mp3,44383.5,44383.5,Male,20,43876,39,task-6qdu,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
DeLTA_001704,DeLTA_TS509_2,77649,TS509_2.mp3,44383.5,44383.5,Male,20,43876,39,task-6qdu,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DeLTA_001705,DeLTA_TM411_1,77649,TM411_1.mp3,44383.5,44383.5,Male,20,43876,39,task-6qdu,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_001706,DeLTA_CT120_2,77649,CT120_2.mp3,44383.5,44383.5,Male,20,43876,39,task-6qdu,2,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001707,DeLTA_sr145_1,77649,sr145_1.mp3,44383.5,44383.5,Male,20,43876,39,task-6qdu,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001708,DeLTA_NP114_1,77649,NP114_1.mp3,44383.5,44383.5,Male,20,43876,39,task-6qdu,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001709,DeLTA_PL311_1,77649,PL311_1.mp3,44383.5,44383.5,Male,20,43876,39,task-6qdu,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001710,DeLTA_NP102_1,77649,NP102_1.mp3,44383.5,44383.5,Male,20,43876,39,task-6qdu,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DeLTA_001711,DeLTA_CT532_2,874db,CT532_2.mp3,44383.4,44383.4,Male,29,43876,39,task-6ubl,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
DeLTA_001712,DeLTA_Rf114_2,874db,Rf114_2.mp3,44383.4,44383.4,Male,29,43876,39,task-6ubl,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
DeLTA_001713,DeLTA_ML212_4,874db,ML212_4.mp3,44383.4,44383.4,Male,29,43876,39,task-6ubl,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
DeLTA_001714,DeLTA_PL120_1,874db,PL120_1.mp3,44383.4,44383.4,Male,29,43876,39,task-6ubl,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
DeLTA_001715,DeLTA_Rf114_1,874db,Rf114_1.mp3,44383.4,44383.4,Male,29,43876,39,task-6ubl,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001716,DeLTA_Rf102_1,874db,Rf102_1.mp3,44383.4,44383.4,Male,29,43876,39,task-6ubl,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
DeLTA_001717,DeLTA_Rs322_1,874db,Rs322_1.mp3,44383.4,44383.4,Male,29,43876,39,task-6ubl,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DeLTA_001718,DeLTA_SM508_2,874db,SM508_2.mp3,44383.4,44383.4,Male,29,43876,39,task-6ubl,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DeLTA_001719,DeLTA_ET201_1,874db,ET201_1.mp3,44383.4,44383.4,Male,29,43876,39,task-6ubl,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001720,DeLTA_Pl204_1,874db,Pl204_1.mp3,44383.4,44383.4,Male,29,43876,39,task-6ubl,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DeLTA_001721,DeLTA_CT532_2,5c7a9,CT532_2.mp3,44383.6,44383.6,Male,48,43876,39,task-6ubl,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001722,DeLTA_ET201_1,5c7a9,ET201_1.mp3,44383.6,44383.6,Male,48,43876,39,task-6ubl,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001723,DeLTA_Rf114_2,5c7a9,Rf114_2.mp3,44383.6,44383.6,Male,48,43876,39,task-6ubl,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001724,DeLTA_SM508_2,5c7a9,SM508_2.mp3,44383.6,44383.6,Male,48,43876,39,task-6ubl,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001725,DeLTA_Rf114_1,5c7a9,Rf114_1.mp3,44383.6,44383.6,Male,48,43876,39,task-6ubl,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001726,DeLTA_PL120_1,5c7a9,PL120_1.mp3,44383.6,44383.6,Male,48,43876,39,task-6ubl,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001727,DeLTA_Rs322_1,5c7a9,Rs322_1.mp3,44383.6,44383.6,Male,48,43876,39,task-6ubl,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001728,DeLTA_Pl204_1,5c7a9,Pl204_1.mp3,44383.6,44383.6,Male,48,43876,39,task-6ubl,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_001729,DeLTA_Rf102_1,5c7a9,Rf102_1.mp3,44383.6,44383.6,Male,48,43876,39,task-6ubl,4,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
DeLTA_001730,DeLTA_ML212_4,5c7a9,ML212_4.mp3,44383.6,44383.6,Male,48,43876,39,task-6ubl,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
DeLTA_001731,DeLTA_CT532_2,0b841,CT532_2.mp3,44383.7,44383.7,Male,35,43876,39,task-6ubl,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
DeLTA_001732,DeLTA_ET201_1,0b841,ET201_1.mp3,44383.7,44383.7,Male,35,43876,39,task-6ubl,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001733,DeLTA_Rf102_1,0b841,Rf102_1.mp3,44383.7,44383.7,Male,35,43876,39,task-6ubl,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
DeLTA_001734,DeLTA_SM508_2,0b841,SM508_2.mp3,44383.7,44383.7,Male,35,43876,39,task-6ubl,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
DeLTA_001735,DeLTA_Rf114_2,0b841,Rf114_2.mp3,44383.7,44383.7,Male,35,43876,39,task-6ubl,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
DeLTA_001736,DeLTA_Rs322_1,0b841,Rs322_1.mp3,44383.7,44383.7,Male,35,43876,39,task-6ubl,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
DeLTA_001737,DeLTA_PL120_1,0b841,PL120_1.mp3,44383.7,44383.7,Male,35,43876,39,task-6ubl,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
DeLTA_001738,DeLTA_ML212_4,0b841,ML212_4.mp3,44383.7,44383.7,Male,35,43876,39,task-6ubl,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
DeLTA_001739,DeLTA_Pl204_1,0b841,Pl204_1.mp3,44383.7,44383.7,Male,35,43876,39,task-6ubl,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
DeLTA_001740,DeLTA_Rf114_1,0b841,Rf114_1.mp3,44383.7,44383.7,Male,35,43876,39,task-6ubl,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001741,DeLTA_Pl204_1,5a3c4,Pl204_1.mp3,44383.7,44383.7,Male,23,43876,39,task-6ubl,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_001742,DeLTA_Rf102_1,5a3c4,Rf102_1.mp3,44383.7,44383.7,Male,23,43876,39,task-6ubl,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
DeLTA_001743,DeLTA_Rf114_2,5a3c4,Rf114_2.mp3,44383.7,44383.7,Male,23,43876,39,task-6ubl,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
DeLTA_001744,DeLTA_Rs322_1,5a3c4,Rs322_1.mp3,44383.7,44383.7,Male,23,43876,39,task-6ubl,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001745,DeLTA_CT532_2,5a3c4,CT532_2.mp3,44383.7,44383.7,Male,23,43876,39,task-6ubl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
DeLTA_001746,DeLTA_ML212_4,5a3c4,ML212_4.mp3,44383.7,44383.7,Male,23,43876,39,task-6ubl,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
DeLTA_001747,DeLTA_ET201_1,5a3c4,ET201_1.mp3,44383.7,44383.7,Male,23,43876,39,task-6ubl,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001748,DeLTA_PL120_1,5a3c4,PL120_1.mp3,44383.7,44383.7,Male,23,43876,39,task-6ubl,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001749,DeLTA_Rf114_1,5a3c4,Rf114_1.mp3,44383.7,44383.7,Male,23,43876,39,task-6ubl,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
DeLTA_001750,DeLTA_SM508_2,5a3c4,SM508_2.mp3,44383.7,44383.7,Male,23,43876,39,task-6ubl,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001751,DeLTA_NP153_1,cefba,NP153_1.mp3,44382.8,44382.8,Male,23,43876,39,task-6ycz,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001752,DeLTA_m18_2,cefba,m18_2.mp3,44382.8,44382.8,Male,23,43876,39,task-6ycz,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
DeLTA_001753,DeLTA_tm109_1,cefba,tm109_1.mp3,44382.8,44382.8,Male,23,43876,39,task-6ycz,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
DeLTA_001754,DeLTA_cp16_2,cefba,cp16_2.mp3,44382.8,44382.8,Male,23,43876,39,task-6ycz,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DeLTA_001755,DeLTA_RF336_2,cefba,RF336_2.mp3,44382.8,44382.8,Male,23,43876,39,task-6ycz,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
DeLTA_001756,DeLTA_AM07_2,cefba,AM07_2.mp3,44382.8,44382.8,Male,23,43876,39,task-6ycz,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
DeLTA_001757,DeLTA_tm316_2,cefba,tm316_2.mp3,44382.8,44382.8,Male,23,43876,39,task-6ycz,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
DeLTA_001758,DeLTA_Rp219_2,cefba,Rp219_2.mp3,44382.8,44382.8,Male,23,43876,39,task-6ycz,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DeLTA_001759,DeLTA_Rs322_2,cefba,Rs322_2.mp3,44382.8,44382.8,Male,23,43876,39,task-6ycz,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
DeLTA_001760,DeLTA_Rf121_1,cefba,Rf121_1.mp3,44382.8,44382.8,Male,23,43876,39,task-6ycz,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
DeLTA_001761,DeLTA_NP153_1,f4125,NP153_1.mp3,44383,44383,Female,21,43876,39,task-6ycz,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_001762,DeLTA_AM07_2,f4125,AM07_2.mp3,44383,44383,Female,21,43876,39,task-6ycz,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
DeLTA_001763,DeLTA_Rp219_2,f4125,Rp219_2.mp3,44383,44383,Female,21,43876,39,task-6ycz,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_001764,DeLTA_m18_2,f4125,m18_2.mp3,44383,44383,Female,21,43876,39,task-6ycz,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001765,DeLTA_tm316_2,f4125,tm316_2.mp3,44383,44383,Female,21,43876,39,task-6ycz,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
