clip_id,dataset_id,LocationID,SessionID,GroupID,latitude,longitude,binaural_start_s,binaural_end_s,audio_asset,video_asset,split,licence_spdx,n_responses,mean_PAQ1_pleasant,mean_PAQ2_vibrant,mean_PAQ3_eventful,mean_PAQ4_chaotic,mean_PAQ5_annoying,mean_PAQ6_monotonous,mean_PAQ7_uneventful,mean_PAQ8_calm,mean_ISOPleasant,mean_ISOEventful,LAeq_dBA,loudness_N_sone,sharpness_S_acum,roughness_R_asper,fluctuation_strength_F_vacil,tonality_T_tu
ISD_DadongSquare_DadongSquare3_DSQ3058,ISD,DadongSquare,DadongSquare3,DSQ3058,,,0.0,,ISD_DadongSquare_DSQ3058_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,-0.5,-0.2071,,,,,,
ISD_DadongSquare_DadongSquare3_DSQ3059,ISD,DadongSquare,DadongSquare3,DSQ3059,,,0.0,,ISD_DadongSquare_DSQ3059_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,4.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,0.2803,-0.1339,,,,,,
ISD_DadongSquare_DadongSquare3_DSQ3060,ISD,DadongSquare,DadongSquare3,DSQ3060,,,0.0,,ISD_DadongSquare_DSQ3060_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,4.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,0.5,-0.1036,,,,,,
ISD_DadongSquare_DadongSquare3_DSQ3061,ISD,DadongSquare,DadongSquare3,DSQ3061,,,0.0,,ISD_DadongSquare_DSQ3061_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,4.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,0.4268,0.1768,,,,,,
ISD_DadongSquare_DadongSquare3_DSQ3062,ISD,DadongSquare,DadongSquare3,DSQ3062,,,0.0,,ISD_DadongSquare_DSQ3062_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,4.0,5.0,4.0,4.0,3.0,2.0,2.0,1.0,0.1036,0.6464,,,,,,
ISD_DadongSquare_DadongSquare3_DSQ3063,ISD,DadongSquare,DadongSquare3,DSQ3063,,,0.0,,ISD_DadongSquare_DSQ3063_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,4.0,4.0,2.0,4.0,3.0,2.0,4.0,4.0,0.25,-0.0607,,,,,,
ISD_DadongSquare_DadongSquare3_DSQ3064,ISD,DadongSquare,DadongSquare3,DSQ3064,,,0.0,,ISD_DadongSquare_DSQ3064_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,0.5,0.0,,,,,,
ISD_DadongSquare_DadongSquare3_DSQ3065,ISD,DadongSquare,DadongSquare3,DSQ3065,,,0.0,,ISD_DadongSquare_DSQ3065_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,3.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,0.25,0.0429,,,,,,
ISD_DadongSquare_DadongSquare3_DSQ3066,ISD,DadongSquare,DadongSquare3,DSQ3066,,,0.0,,ISD_DadongSquare_DSQ3066_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,4.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,0.3536,-0.1464,,,,,,
ISD_DadongSquare_DadongSquare3_DSQ3067,ISD,DadongSquare,DadongSquare3,DSQ3067,,,0.0,,ISD_DadongSquare_DSQ3067_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,3.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,0.1036,0.0,,,,,,
ISD_DadongSquare_DadongSquare3_DSQ3068,ISD,DadongSquare,DadongSquare3,DSQ3068,,,0.0,,ISD_DadongSquare_DSQ3068_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,3.0,4.0,3.0,1.0,2.0,2.0,3.0,4.0,0.4697,-0.0732,,,,,,
ISD_DadongSquare_DadongSquare3_DSQ3069,ISD,DadongSquare,DadongSquare3,DSQ3069,,,0.0,,ISD_DadongSquare_DSQ3069_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,0.5,-0.2071,,,,,,
ISD_DadongSquare_DadongSquare3_DSQ3070,ISD,DadongSquare,DadongSquare3,DSQ3070,,,0.0,,ISD_DadongSquare_DSQ3070_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,0.5,-0.2071,,,,,,
ISD_DadongSquare_DadongSquare3_DSQ3071,ISD,DadongSquare,DadongSquare3,DSQ3071,,,0.0,,ISD_DadongSquare_DSQ3071_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,4.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,0.4268,-0.2803,,,,,,
ISD_DadongSquare_DadongSquare3_DSQ3072,ISD,DadongSquare,DadongSquare3,DSQ3072,,,0.0,,ISD_DadongSquare_DSQ3072_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,0.5,-0.2071,,,,,,
ISD_DadongSquare_DadongSquare3_DSQ3073,ISD,DadongSquare,DadongSquare3,DSQ3073,,,0.0,,ISD_DadongSquare_DSQ3073_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,0.5,-0.2071,,,,,,
ISD_DadongSquare_DadongSquare3_DSQ3074,ISD,DadongSquare,DadongSquare3,DSQ3074,,,0.0,,ISD_DadongSquare_DSQ3074_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,2.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,-0.3536,-0.0607,,,,,,
ISD_DadongSquare_DadongSquare3_DSQ3075,ISD,DadongSquare,DadongSquare3,DSQ3075,,,0.0,,ISD_DadongSquare_DSQ3075_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,4.0,5.0,4.0,1.0,1.0,5.0,5.0,4.0,0.5303,-0.3232,,,,,,
ISD_DadongSquare_DadongSquare3_DSQ3076,ISD,DadongSquare,DadongSquare3,DSQ3076,,,0.0,,ISD_DadongSquare_DSQ3076_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,5.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,0.4571,-0.1464,,,,,,
ISD_DadongSquare_DadongSquare3_DSQ3077,ISD,DadongSquare,DadongSquare3,DSQ3077,,,0.0,,ISD_DadongSquare_DSQ3077_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,4.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,0.2803,0.2197,,,,,,
ISD_DadongSquare_DadongSquare3_DSQ3078,ISD,DadongSquare,DadongSquare3,DSQ3078,,,0.0,,ISD_DadongSquare_DSQ3078_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,2.0,4.0,4.0,2.0,5.0,2.0,2.0,2.0,-0.1642,0.3536,,,,,,
ISD_DadongSquare_DadongSquare3_DSQ3079,ISD,DadongSquare,DadongSquare3,DSQ3079,,,0.0,,ISD_DadongSquare_DSQ3079_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,4.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,0.3536,0.1464,,,,,,
ISD_DadongSquare_DadongSquare3_DSQ3080,ISD,DadongSquare,DadongSquare3,DSQ3080,,,0.0,,ISD_DadongSquare_DSQ3080_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,0.0303,0.3232,,,,,,
ISD_DadongSquare_DadongSquare3_DSQ3081,ISD,DadongSquare,DadongSquare3,DSQ3081,,,0.0,,ISD_DadongSquare_DSQ3081_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,0.0732,0.0732,,,,,,
ISD_DadongSquare_DadongSquare3_DSQ3082,ISD,DadongSquare,DadongSquare3,DSQ3082,,,0.0,,ISD_DadongSquare_DSQ3082_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,3.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,0.25,-0.25,,,,,,
ISD_DadongSquare_DadongSquare3_DSQ3083,ISD,DadongSquare,DadongSquare3,DSQ3083,,,0.0,,ISD_DadongSquare_DSQ3083_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,4.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,0.4268,-0.1768,,,,,,
ISD_DadongSquare_DadongSquare3_DSQ3084,ISD,DadongSquare,DadongSquare3,DSQ3084,,,0.0,,ISD_DadongSquare_DSQ3084_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,4.0,5.0,4.0,1.0,1.0,3.0,4.0,4.0,0.6768,-0.0732,,,,,,
ISD_DadongSquare_DadongSquare3_DSQ3085,ISD,DadongSquare,DadongSquare3,DSQ3085,,,0.0,,ISD_DadongSquare_DSQ3085_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,0.1036,-0.1036,,,,,,
ISD_DadongSquare_DadongSquare3_DSQ3086,ISD,DadongSquare,DadongSquare3,DSQ3086,,,0.0,,ISD_DadongSquare_DSQ3086_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,4.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,0.3536,0.0,,,,,,
ISD_DadongSquare_DadongSquare3_DSQ3087,ISD,DadongSquare,DadongSquare3,DSQ3087,,,0.0,,ISD_DadongSquare_DSQ3087_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,0.0732,0.1768,,,,,,
ISD_DadongSquare_DadongSquare3_DSQ3088,ISD,DadongSquare,DadongSquare3,DSQ3088,,,0.0,,ISD_DadongSquare_DSQ3088_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,0.5,0.0,,,,,,
ISD_DadongSquare_DadongSquare3_DSQ3089,ISD,DadongSquare,DadongSquare3,DSQ3089,,,0.0,,ISD_DadongSquare_DSQ3089_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,3.0,4.0,4.0,2.0,3.0,2.0,4.0,2.0,0.1464,0.1464,,,,,,
ISD_DadongSquare_DadongSquare3_DSQ3090,ISD,DadongSquare,DadongSquare3,DSQ3090,,,0.0,,ISD_DadongSquare_DSQ3090_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,4.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,0.25,0.1464,,,,,,
ISD_DadongSquare_DadongSquare3_DSQ3091,ISD,DadongSquare,DadongSquare3,DSQ3091,,,0.0,32.49,ISD_DadongSquare_DSQ3091_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,4.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,0.3536,-0.25,62.1,19.0,2.39,0.0247,0.0938,0.212
ISD_DadongSquare_DadongSquare3_DSQ3092,ISD,DadongSquare,DadongSquare3,DSQ3092,,,0.0,33.0,ISD_DadongSquare_DSQ3092_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,0.3536,-0.1036,53.88,10.5,2.17,0.0211,0.0135,0.158
ISD_DadongSquare_DadongSquare3_DSQ3093,ISD,DadongSquare,DadongSquare3,DSQ3093,,,0.0,36.85,ISD_DadongSquare_DSQ3093_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,4.0,3.0,4.0,4.0,4.0,1.0,4.0,2.0,0.0,0.2929,61.68,15.5,1.97,0.0483,0.0174,0.133
ISD_DadongSquare_DadongSquare3_DSQ3094,ISD,DadongSquare,DadongSquare3,DSQ3094,,,0.0,38.79,ISD_DadongSquare_DSQ3094_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,0.3536,0.1464,53.09,10.3,2.13,0.0191,0.02,0.154
ISD_DadongSquare_DadongSquare3_DSQ3095,ISD,DadongSquare,DadongSquare3,DSQ3095,,,0.0,49.22,ISD_DadongSquare_DSQ3095_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,4.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,0.25,0.1464,63.33,18.9,2.67,0.0212,0.0544,0.467
ISD_DadongSquare_DadongSquare3_DSQ3096,ISD,DadongSquare,DadongSquare3,DSQ3096,,,0.0,32.47,ISD_DadongSquare_DSQ3096_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,0.0,0.1036,63.17,18.9,2.72,0.0212,0.0523,0.577
ISD_DadongSquare_DadongSquare3_DSQ3097,ISD,DadongSquare,DadongSquare3,DSQ3097,,,0.0,,ISD_DadongSquare_DSQ3097_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,2.0,1.0,4.0,2.0,4.0,4.0,2.0,2.0,-0.4268,-0.0126,,,,,,
ISD_DadongSquare_DadongSquare3_DSQ3098,ISD,DadongSquare,DadongSquare3,DSQ3098,,,0.0,49.51,ISD_DadongSquare_DSQ3098_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,4.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,0.4268,-0.0732,55.28,12.2,2.26,0.0252,0.00787,0.196
ISD_DadongSquare_DadongSquare3_DSQ3099,ISD,DadongSquare,DadongSquare3,DSQ3099,,,0.0,45.63,ISD_DadongSquare_DSQ3099_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,2.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,0.1464,-0.1464,54.66,11.8,2.18,0.0203,0.0162,0.155
ISD_DadongSquare_DadongSquare3_DSQ3100,ISD,DadongSquare,DadongSquare3,DSQ3100,,,0.0,47.03,ISD_DadongSquare_DSQ3100_binaural,ISD_DadongSquare_DadongSquare3_360,,CC-BY-4.0,1,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,0.2803,0.0732,54.61,11.7,2.17,0.0203,0.0162,0.152
ISD_DadongSquare_DadongSquare4_DSQ4001,ISD,DadongSquare,DadongSquare4,DSQ4001,,,0.0,,ISD_DadongSquare_DSQ4001_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,0.5,0.2071,,,,,,
ISD_DadongSquare_DadongSquare4_DSQ4002,ISD,DadongSquare,DadongSquare4,DSQ4002,,,0.0,,ISD_DadongSquare_DSQ4002_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,4.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,0.2803,0.1768,,,,,,
ISD_DadongSquare_DadongSquare4_DSQ4003,ISD,DadongSquare,DadongSquare4,DSQ4003,,,0.0,,ISD_DadongSquare_DSQ4003_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,4.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,0.2803,-0.4268,,,,,,
ISD_DadongSquare_DadongSquare4_DSQ4004,ISD,DadongSquare,DadongSquare4,DSQ4004,,,0.0,,ISD_DadongSquare_DSQ4004_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,3.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,0.3536,-0.1036,,,,,,
ISD_DadongSquare_DadongSquare4_DSQ4005,ISD,DadongSquare,DadongSquare4,DSQ4005,,,0.0,,ISD_DadongSquare_DSQ4005_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,0.1036,0.1036,,,,,,
ISD_DadongSquare_DadongSquare4_DSQ4006,ISD,DadongSquare,DadongSquare4,DSQ4006,,,0.0,,ISD_DadongSquare_DSQ4006_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,4.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,0.3536,-0.4571,,,,,,
ISD_DadongSquare_DadongSquare4_DSQ4007,ISD,DadongSquare,DadongSquare4,DSQ4007,,,0.0,,ISD_DadongSquare_DSQ4007_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,0.1464,-0.1464,,,,,,
ISD_DadongSquare_DadongSquare4_DSQ4008,ISD,DadongSquare,DadongSquare4,DSQ4008,,,0.0,,ISD_DadongSquare_DSQ4008_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,4.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,-0.0126,-0.1339,,,,,,
ISD_DadongSquare_DadongSquare4_DSQ4009,ISD,DadongSquare,DadongSquare4,DSQ4009,,,0.0,,ISD_DadongSquare_DSQ4009_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,2.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,-0.1036,0.5,,,,,,
ISD_DadongSquare_DadongSquare4_DSQ4010,ISD,DadongSquare,DadongSquare4,DSQ4010,,,0.0,,ISD_DadongSquare_DSQ4010_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,4.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,0.6768,-0.0303,,,,,,
ISD_DadongSquare_DadongSquare4_DSQ4011,ISD,DadongSquare,DadongSquare4,DSQ4011,,,0.0,,ISD_DadongSquare_DSQ4011_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,0.5,0.0,,,,,,
ISD_DadongSquare_DadongSquare4_DSQ4012,ISD,DadongSquare,DadongSquare4,DSQ4012,,,0.0,,ISD_DadongSquare_DSQ4012_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,4.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,0.2197,-0.0303,,,,,,
ISD_DadongSquare_DadongSquare4_DSQ4013,ISD,DadongSquare,DadongSquare4,DSQ4013,,,0.0,,ISD_DadongSquare_DSQ4013_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,0.1464,-0.3536,,,,,,
ISD_DadongSquare_DadongSquare4_DSQ4014,ISD,DadongSquare,DadongSquare4,DSQ4014,,,0.0,,ISD_DadongSquare_DSQ4014_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,0.5,-0.2071,,,,,,
ISD_DadongSquare_DadongSquare4_DSQ4015,ISD,DadongSquare,DadongSquare4,DSQ4015,,,0.0,,ISD_DadongSquare_DSQ4015_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,4.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,0.4268,-0.1768,,,,,,
ISD_DadongSquare_DadongSquare4_DSQ4016,ISD,DadongSquare,DadongSquare4,DSQ4016,,,0.0,73.51,ISD_DadongSquare_DSQ4016_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,0.5,-0.2071,70.99,32.9,3.03,0.0342,0.0748,0.456
ISD_DadongSquare_DadongSquare4_DSQ4017,ISD,DadongSquare,DadongSquare4,DSQ4017,,,0.0,,ISD_DadongSquare_DSQ4017_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,4.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,0.1339,-0.1339,,,,,,
ISD_DadongSquare_DadongSquare4_DSQ4018,ISD,DadongSquare,DadongSquare4,DSQ4018,,,0.0,,ISD_DadongSquare_DSQ4018_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,4.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,0.2071,-0.1464,,,,,,
ISD_DadongSquare_DadongSquare4_DSQ4019,ISD,DadongSquare,DadongSquare4,DSQ4019,,,0.0,,ISD_DadongSquare_DSQ4019_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,4.0,4.0,2.0,5.0,4.0,2.0,2.0,2.0,-0.0732,0.3661,,,,,,
ISD_DadongSquare_DadongSquare4_DSQ4020,ISD,DadongSquare,DadongSquare4,DSQ4020,,,0.0,,ISD_DadongSquare_DSQ4020_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,4.0,4.0,5.0,4.0,4.0,2.0,2.0,2.0,0.0,0.6036,,,,,,
ISD_DadongSquare_DadongSquare4_DSQ4021,ISD,DadongSquare,DadongSquare4,DSQ4021,,,0.0,,ISD_DadongSquare_DSQ4021_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,-0.1036,0.1464,,,,,,
ISD_DadongSquare_DadongSquare4_DSQ4022,ISD,DadongSquare,DadongSquare4,DSQ4022,,,0.0,,ISD_DadongSquare_DSQ4022_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,3.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,-0.0429,-0.3536,,,,,,
ISD_DadongSquare_DadongSquare4_DSQ4023,ISD,DadongSquare,DadongSquare4,DSQ4023,,,0.0,,ISD_DadongSquare_DSQ4023_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,,,,,,
ISD_DadongSquare_DadongSquare4_DSQ4024,ISD,DadongSquare,DadongSquare4,DSQ4024,,,0.0,,ISD_DadongSquare_DSQ4024_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,4.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,0.3839,0.3232,,,,,,
ISD_DadongSquare_DadongSquare4_DSQ4025,ISD,DadongSquare,DadongSquare4,DSQ4025,,,0.0,,ISD_DadongSquare_DSQ4025_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,4.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,0.5,-0.1036,,,,,,
ISD_DadongSquare_DadongSquare4_DSQ4026,ISD,DadongSquare,DadongSquare4,DSQ4026,,,0.0,,ISD_DadongSquare_DSQ4026_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,4.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,0.2803,-0.0732,,,,,,
ISD_DadongSquare_DadongSquare4_DSQ4027,ISD,DadongSquare,DadongSquare4,DSQ4027,,,0.0,,ISD_DadongSquare_DSQ4027_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,3.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,0.0303,-0.1339,,,,,,
ISD_DadongSquare_DadongSquare4_DSQ4028,ISD,DadongSquare,DadongSquare4,DSQ4028,,,0.0,,ISD_DadongSquare_DSQ4028_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,4.0,3.0,3.0,4.0,4.0,2.0,1.0,3.0,0.0,0.3536,,,,,,
ISD_DadongSquare_DadongSquare4_DSQ4029,ISD,DadongSquare,DadongSquare4,DSQ4029,,,0.0,,ISD_DadongSquare_DSQ4029_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,4.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,0.2071,-0.3536,,,,,,
ISD_DadongSquare_DadongSquare4_DSQ4030,ISD,DadongSquare,DadongSquare4,DSQ4030,,,0.0,,ISD_DadongSquare_DSQ4030_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,2.0,3.0,4.0,1.0,2.0,3.0,3.0,4.0,0.2197,-0.1161,,,,,,
ISD_DadongSquare_DadongSquare4_DSQ4031,ISD,DadongSquare,DadongSquare4,DSQ4031,,,0.0,,ISD_DadongSquare_DSQ4031_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,2.0,4.0,3.0,2.0,1.0,1.0,1.0,4.0,0.4697,0.2803,,,,,,
ISD_DadongSquare_DadongSquare4_DSQ4032,ISD,DadongSquare,DadongSquare4,DSQ4032,,,0.0,,ISD_DadongSquare_DSQ4032_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,2.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,-0.1036,0.3536,,,,,,
ISD_DadongSquare_DadongSquare4_DSQ4033,ISD,DadongSquare,DadongSquare4,DSQ4033,,,0.0,,ISD_DadongSquare_DSQ4033_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,4.0,4.0,4.0,1.0,2.0,2.0,3.0,4.0,0.5732,0.0303,,,,,,
ISD_DadongSquare_DadongSquare4_DSQ4034,ISD,DadongSquare,DadongSquare4,DSQ4034,,,0.0,,ISD_DadongSquare_DSQ4034_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,,,,,,
ISD_DadongSquare_DadongSquare4_DSQ4035,ISD,DadongSquare,DadongSquare4,DSQ4035,,,0.0,,ISD_DadongSquare_DSQ4035_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,4.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,0.5303,-0.4874,,,,,,
ISD_DadongSquare_DadongSquare4_DSQ4036,ISD,DadongSquare,DadongSquare4,DSQ4036,,,0.0,,ISD_DadongSquare_DSQ4036_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,4.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,-0.1161,-0.0303,,,,,,
ISD_DadongSquare_DadongSquare4_DSQ4037,ISD,DadongSquare,DadongSquare4,DSQ4037,,,0.0,,ISD_DadongSquare_DSQ4037_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,5.0,5.0,4.0,3.0,1.0,2.0,4.0,4.0,0.7071,0.1464,,,,,,
ISD_DadongSquare_DadongSquare4_DSQ4038,ISD,DadongSquare,DadongSquare4,DSQ4038,,,0.0,,ISD_DadongSquare_DSQ4038_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,3.0,4.0,3.0,2.0,2.0,2.0,5.0,4.0,0.3964,-0.2071,,,,,,
ISD_DadongSquare_DadongSquare4_DSQ4039,ISD,DadongSquare,DadongSquare4,DSQ4039,,,0.0,,ISD_DadongSquare_DSQ4039_binaural,ISD_DadongSquare_DadongSquare4_360,,CC-BY-4.0,1,2.0,4.0,2.0,4.0,2.0,2.0,3.0,4.0,0.1464,0.0429,,,,,,
